user_id,session_count,total_impressions,total_clicks,history_length,overall_ctr,total_articles_consumed,autos_share,entertainment_share,finance_share,foodanddrink_share,health_share,kids_share,lifestyle_share,middleeast_share,movies_share,music_share,news_share,northamerica_share,sports_share,travel_share,tv_share,video_share,weather_share,content_entropy,dominant_category_share,dominant_category,categories_engaged
U10044,3,27,3,20,0.1111111111111111,23,0.043478260869565216,0.0,0.08695652173913043,0.0,0.0,0.0,0.13043478260869565,0.0,0.13043478260869565,0.0,0.30434782608695654,0.0,0.21739130434782608,0.043478260869565216,0.0,0.043478260869565216,0.0,1.8465147072906172,0.30434782608695654,news,8
U10045,5,322,5,53,0.015527950310559006,58,0.1206896551724138,0.0,0.017241379310344827,0.034482758620689655,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.27586206896551724,0.0,0.4827586206896552,0.0,0.05172413793103448,0.0,0.0,1.371362870697219,0.4827586206896552,sports,7
U10048,2,44,2,11,0.045454545454545456,13,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.15384615384615385,0.0,0.3076923076923077,0.07692307692307693,1.818483163012365,0.3076923076923077,video,7
U10049,1,24,3,8,0.125,11,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.8855741515766717,0.7272727272727273,sports,4
U10050,4,84,5,9,0.05952380952380952,13,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,1.5857708352080968,0.38461538461538464,finance,6
U10051,1,43,1,15,0.023255813953488372,16,0.0,0.125,0.0625,0.0,0.0625,0.0,0.125,0.0,0.0625,0.0,0.3125,0.0,0.0625,0.0,0.1875,0.0,0.0,1.8903627753388679,0.3125,news,8
U10052,6,122,9,18,0.07377049180327869,27,0.0,0.07407407407407407,0.037037037037037035,0.0,0.037037037037037035,0.0,0.14814814814814814,0.0,0.037037037037037035,0.07407407407407407,0.2222222222222222,0.0,0.2222222222222222,0.0,0.1111111111111111,0.037037037037037035,0.0,2.069365878468761,0.2222222222222222,news,10
U10053,1,18,1,17,0.05555555555555555,18,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.16666666666666666,0.0,0.1111111111111111,0.0,0.0,1.6290407622471204,0.4444444444444444,news,7
U10058,3,80,3,19,0.0375,22,0.0,0.13636363636363635,0.13636363636363635,0.045454545454545456,0.13636363636363635,0.0,0.045454545454545456,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.045454545454545456,0.09090909090909091,0.0,2.326543253194114,0.13636363636363635,entertainment,11
U10059,4,72,4,15,0.05555555555555555,19,0.05263157894736842,0.0,0.0,0.10526315789473684,0.05263157894736842,0.0,0.10526315789473684,0.0,0.05263157894736842,0.0,0.42105263157894735,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,1.631107479158123,0.42105263157894735,news,7
U1006,2,94,3,8,0.031914893617021274,11,0.0,0.09090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.0,0.45454545454545453,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.3667110520552042,0.45454545454545453,lifestyle,5
U10061,1,135,2,23,0.014814814814814815,25,0.0,0.08,0.0,0.0,0.04,0.0,0.08,0.0,0.0,0.0,0.16,0.0,0.52,0.0,0.08,0.0,0.04,1.4969397378746325,0.52,sports,7
U10062,15,429,25,141,0.05827505827505827,166,0.024096385542168676,0.006024096385542169,0.018072289156626505,0.04819277108433735,0.012048192771084338,0.0,0.06626506024096386,0.0,0.018072289156626505,0.06626506024096386,0.4879518072289157,0.0,0.08433734939759036,0.030120481927710843,0.09036144578313253,0.03614457831325301,0.012048192771084338,1.879371211423507,0.4879518072289157,news,14
U10063,1,89,2,13,0.02247191011235955,15,0.06666666666666667,0.0,0.0,0.26666666666666666,0.0,0.0,0.2,0.0,0.0,0.0,0.13333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.4897503188505912,0.3333333333333333,sports,5
U10064,9,362,9,10,0.024861878453038673,19,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.5789473684210527,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,1.4102580990073956,0.5789473684210527,news,7
U10065,2,55,3,9,0.05454545454545454,12,0.25,0.0,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.5,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,1.3143738430069454,0.5,news,5
U10070,7,440,13,13,0.029545454545454545,25,0.0,0.0,0.08,0.12,0.08,0.0,0.28,0.0,0.0,0.04,0.04,0.0,0.12,0.08,0.12,0.0,0.04,2.112165235877807,0.28,lifestyle,10
U10071,3,238,3,20,0.012605042016806723,23,0.0,0.0,0.21739130434782608,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0,0.43478260869565216,0.0,0.043478260869565216,0.08695652173913043,0.043478260869565216,0.0,0.0,1.6639451196530304,0.43478260869565216,news,8
U10072,6,340,9,20,0.026470588235294117,29,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.10344827586206896,0.034482758620689655,0.0,0.2413793103448276,0.0,0.0,0.034482758620689655,0.13793103448275862,0.0,0.10344827586206896,0.034482758620689655,0.10344827586206896,0.0,0.034482758620689655,2.25178217647323,0.2413793103448276,lifestyle,12
U10075,1,38,1,12,0.02631578947368421,13,0.23076923076923078,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.46153846153846156,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,1.484457535817486,0.46153846153846156,news,6
U10076,3,37,4,42,0.10810810810810811,45,0.0,0.17777777777777778,0.1111111111111111,0.17777777777777778,0.022222222222222223,0.0,0.24444444444444444,0.0,0.06666666666666667,0.0,0.08888888888888889,0.0,0.0,0.06666666666666667,0.044444444444444446,0.0,0.0,2.0018125393828075,0.24444444444444444,lifestyle,9
U10077,2,4,2,8,0.5,10,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.1,0.1,0.0,0.1,0.1,1.7480673485460891,0.4,news,7
U10078,3,58,3,12,0.05172413793103448,15,0.0,0.0,0.2,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.13333333333333333,1.8594288151492286,0.3333333333333333,news,8
U10083,3,47,3,14,0.06382978723404255,17,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7647058823529411,0.0,0.0,0.0,0.11764705882352941,0.058823529411764705,0.0,0.7902347553432828,0.7647058823529411,news,4
U10085,3,196,8,41,0.04081632653061224,47,0.0,0.02127659574468085,0.0425531914893617,0.425531914893617,0.0851063829787234,0.0,0.1276595744680851,0.0,0.02127659574468085,0.10638297872340426,0.0851063829787234,0.0,0.0,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.0,1.880459613203302,0.425531914893617,foodanddrink,11
U10087,1,43,4,6,0.09302325581395349,10,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,1.313834033192747,0.3,finance,4
U10091,2,14,2,13,0.14285714285714285,15,0.0,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.13333333333333333,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,1.8943120247335319,0.3333333333333333,news,8
U10096,20,507,24,98,0.047337278106508875,121,0.008264462809917356,0.008264462809917356,0.38016528925619836,0.024793388429752067,0.0743801652892562,0.0,0.08264462809917356,0.0,0.0,0.03305785123966942,0.2644628099173554,0.0,0.09917355371900827,0.0,0.024793388429752067,0.0,0.0,1.7232479321421932,0.38016528925619836,finance,10
U10098,12,345,16,136,0.0463768115942029,151,0.013245033112582781,0.11258278145695365,0.026490066225165563,0.026490066225165563,0.026490066225165563,0.0,0.1390728476821192,0.0,0.08609271523178808,0.06622516556291391,0.17880794701986755,0.0,0.2251655629139073,0.026490066225165563,0.059602649006622516,0.006622516556291391,0.006622516556291391,2.231215802561822,0.2251655629139073,sports,14
U10099,6,120,8,21,0.06666666666666667,29,0.06896551724137931,0.034482758620689655,0.10344827586206896,0.034482758620689655,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.3103448275862069,0.0,0.3793103448275862,0.0,0.0,0.0,0.0,1.5665960098122615,0.3793103448275862,sports,7
U10100,1,2,1,30,0.5,30,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.6333333333333333,0.0,0.03333333333333333,0.1,0.03333333333333333,0.03333333333333333,0.03333333333333333,1.4265247993232653,0.6333333333333333,news,10
U10101,3,176,4,38,0.022727272727272728,42,0.0,0.09523809523809523,0.047619047619047616,0.023809523809523808,0.09523809523809523,0.0,0.11904761904761904,0.0,0.023809523809523808,0.14285714285714285,0.07142857142857142,0.0,0.19047619047619047,0.047619047619047616,0.14285714285714285,0.0,0.0,2.2295120943893423,0.19047619047619047,sports,11
U10102,3,183,3,8,0.01639344262295082,11,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,1.0335620542068176,0.6363636363636364,news,4
U10103,26,1374,56,162,0.040756914119359534,214,0.1542056074766355,0.04672897196261682,0.0794392523364486,0.02336448598130841,0.03271028037383177,0.0,0.102803738317757,0.0,0.037383177570093455,0.04672897196261682,0.2523364485981308,0.0,0.09813084112149532,0.04672897196261682,0.06542056074766354,0.014018691588785047,0.0,2.2887951492866607,0.2523364485981308,news,13
U10104,9,796,24,96,0.03015075376884422,118,0.05084745762711865,0.025423728813559324,0.3220338983050847,0.00847457627118644,0.06779661016949153,0.0,0.06779661016949153,0.0,0.025423728813559324,0.00847457627118644,0.1016949152542373,0.0,0.2627118644067797,0.00847457627118644,0.0423728813559322,0.00847457627118644,0.0,1.9472842686815712,0.3220338983050847,finance,13
U10105,5,63,6,9,0.09523809523809523,15,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.0,0.26666666666666666,0.0,0.06666666666666667,0.0,0.0,0.0,0.2,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,2.0262296229952916,0.26666666666666666,lifestyle,9
U1011,1,10,1,27,0.1,27,0.07407407407407407,0.14814814814814814,0.0,0.0,0.1111111111111111,0.0,0.18518518518518517,0.0,0.1111111111111111,0.1111111111111111,0.037037037037037035,0.0,0.0,0.037037037037037035,0.18518518518518517,0.0,0.0,2.0768234760801274,0.18518518518518517,lifestyle,9
U10110,1,138,5,6,0.036231884057971016,11,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,1.8462202193216335,0.2727272727272727,sports,7
U10111,1,22,1,12,0.045454545454545456,13,0.0,0.07692307692307693,0.07692307692307693,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,0.0,1.7782333057997075,0.3076923076923077,health,7
U10112,1,125,2,12,0.016,14,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.2857142857142857,0.0,0.21428571428571427,0.21428571428571427,0.07142857142857142,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,1.6731183626432506,0.2857142857142857,lifestyle,6
U10122,1,4,1,11,0.25,12,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,2.0947290475276485,0.25,news,9
U10123,10,357,12,32,0.03361344537815126,44,0.0,0.06818181818181818,0.11363636363636363,0.022727272727272728,0.045454545454545456,0.0,0.13636363636363635,0.0,0.045454545454545456,0.06818181818181818,0.18181818181818182,0.0,0.20454545454545456,0.045454545454545456,0.06818181818181818,0.0,0.0,2.2102193250915305,0.20454545454545456,sports,11
U1013,2,105,2,13,0.01904761904761905,13,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.0,0.15384615384615385,0.0,0.0,0.0,0.15384615384615385,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,1.8848713335781604,0.23076923076923078,sports,7
U10130,1,3,1,35,0.3333333333333333,36,0.0,0.0,0.1388888888888889,0.027777777777777776,0.05555555555555555,0.0,0.08333333333333333,0.0,0.027777777777777776,0.05555555555555555,0.3888888888888889,0.0,0.05555555555555555,0.0,0.08333333333333333,0.027777777777777776,0.05555555555555555,1.996551067531878,0.3888888888888889,news,11
U10133,7,484,15,27,0.030991735537190084,42,0.047619047619047616,0.09523809523809523,0.023809523809523808,0.023809523809523808,0.07142857142857142,0.0,0.023809523809523808,0.0,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.0,0.023809523809523808,0.0,0.16666666666666666,0.023809523809523808,0.0,2.045738512008778,0.35714285714285715,news,12
U10135,5,284,8,22,0.028169014084507043,30,0.16666666666666666,0.0,0.2,0.03333333333333333,0.03333333333333333,0.0,0.06666666666666667,0.0,0.0,0.03333333333333333,0.23333333333333334,0.0,0.06666666666666667,0.13333333333333333,0.0,0.0,0.03333333333333333,2.0433012620739763,0.23333333333333334,news,10
U10138,3,30,3,9,0.1,12,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.25,0.0,0.08333333333333333,0.0,0.25,0.0,0.08333333333333333,0.0,0.25,0.0,0.0,1.660947433286918,0.25,lifestyle,6
U10140,1,12,1,16,0.08333333333333333,17,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.8235294117647058,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.6598720137848267,0.8235294117647058,news,4
U10141,1,88,1,11,0.011363636363636364,12,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.8369882167858358,0.75,news,4
U10142,3,43,3,42,0.06976744186046512,45,0.022222222222222223,0.0,0.1111111111111111,0.022222222222222223,0.022222222222222223,0.0,0.08888888888888889,0.0,0.08888888888888889,0.06666666666666667,0.5111111111111111,0.0,0.044444444444444446,0.0,0.022222222222222223,0.0,0.0,1.6747504310008912,0.5111111111111111,news,10
U10145,6,38,7,40,0.18421052631578946,46,0.0,0.043478260869565216,0.06521739130434782,0.06521739130434782,0.021739130434782608,0.0,0.10869565217391304,0.0,0.0,0.021739130434782608,0.5652173913043478,0.0,0.021739130434782608,0.021739130434782608,0.06521739130434782,0.0,0.0,1.567086950622532,0.5652173913043478,news,10
U10149,5,46,6,49,0.13043478260869565,54,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.12962962962962962,0.0,0.018518518518518517,0.07407407407407407,0.2222222222222222,0.0,0.24074074074074073,0.07407407407407407,0.1111111111111111,0.018518518518518517,0.0,2.0405177887091024,0.24074074074074073,sports,10
U1015,4,159,5,42,0.031446540880503145,46,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.2608695652173913,0.06521739130434782,0.0,0.34782608695652173,0.0,0.0,0.0,0.17391304347826086,0.0,0.021739130434782608,0.0,0.021739130434782608,0.0,0.021739130434782608,1.7525987244487602,0.34782608695652173,lifestyle,10
U10151,1,107,6,17,0.056074766355140186,23,0.0,0.0,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.0,0.0,0.0,0.043478260869565216,0.08695652173913043,0.5217391304347826,0.0,0.0,0.08695652173913043,0.08695652173913043,0.0,0.0,1.5979265097580382,0.5217391304347826,news,8
U10153,4,188,5,20,0.026595744680851064,25,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.56,0.0,0.2,0.0,0.04,0.08,0.0,1.3082125889072447,0.56,news,6
U1016,1,136,5,7,0.03676470588235294,12,0.0,0.0,0.3333333333333333,0.4166666666666667,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.236684869140504,0.4166666666666667,foodanddrink,4
U10160,8,166,9,15,0.05421686746987952,23,0.08695652173913043,0.043478260869565216,0.21739130434782608,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.5652173913043478,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,1.2755887563513073,0.5652173913043478,news,6
U10163,4,185,6,12,0.032432432432432434,18,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3888888888888889,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,1.5654451070633328,0.3888888888888889,news,6
U10164,2,145,2,9,0.013793103448275862,11,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,1.2945451658448959,0.36363636363636365,travel,4
U10166,3,117,5,30,0.042735042735042736,35,0.2,0.0,0.17142857142857143,0.02857142857142857,0.05714285714285714,0.0,0.05714285714285714,0.0,0.0,0.08571428571428572,0.34285714285714286,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,1.7940472727586843,0.34285714285714286,news,8
U10167,5,79,6,14,0.0759493670886076,20,0.1,0.0,0.05,0.0,0.05,0.0,0.1,0.0,0.1,0.15,0.3,0.0,0.05,0.05,0.05,0.0,0.0,2.0854684353173747,0.3,news,10
U10168,5,116,7,22,0.0603448275862069,28,0.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.07142857142857142,0.0,0.0,0.0,0.2857142857142857,0.0,0.39285714285714285,0.03571428571428571,0.0,0.03571428571428571,0.0,1.4591379295498055,0.39285714285714285,sports,6
U10169,1,81,1,14,0.012345679012345678,15,0.2,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.06666666666666667,1.2868726303980162,0.5333333333333333,news,5
U1017,2,72,2,15,0.027777777777777776,16,0.0,0.0625,0.125,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0625,0.5,0.0,0.0625,0.0,0.0,0.0625,0.0,1.6462245538298699,0.5,news,8
U10174,2,46,5,34,0.10869565217391304,39,0.07692307692307693,0.0,0.07692307692307693,0.0,0.02564102564102564,0.0,0.05128205128205128,0.0,0.02564102564102564,0.02564102564102564,0.46153846153846156,0.0,0.23076923076923078,0.02564102564102564,0.0,0.0,0.0,1.6179288017377107,0.46153846153846156,news,9
U10178,1,33,2,13,0.06060606060606061,15,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.857174043642079,0.7333333333333333,news,4
U1018,3,20,5,15,0.25,20,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.0,0.0,0.0,0.1,0.1,0.0,1.4978661367769954,0.5,news,6
U10181,7,465,16,7,0.034408602150537634,23,0.0,0.0,0.13043478260869565,0.0,0.2608695652173913,0.0,0.043478260869565216,0.0,0.0,0.13043478260869565,0.2608695652173913,0.0,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.0,0.0,1.8537950105437058,0.2608695652173913,health,8
U10182,8,726,12,36,0.01652892561983471,47,0.0,0.2127659574468085,0.0,0.0,0.0425531914893617,0.0,0.40425531914893614,0.0,0.0851063829787234,0.0851063829787234,0.0851063829787234,0.0,0.0,0.02127659574468085,0.0425531914893617,0.02127659574468085,0.0,1.7569920146934352,0.40425531914893614,lifestyle,9
U10184,2,84,2,12,0.023809523809523808,14,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.21428571428571427,0.07142857142857142,0.0,1.90853528164356,0.2857142857142857,news,8
U10185,9,34,11,46,0.3235294117647059,57,0.0,0.03508771929824561,0.03508771929824561,0.05263157894736842,0.0,0.0,0.017543859649122806,0.0,0.017543859649122806,0.05263157894736842,0.24561403508771928,0.0,0.3157894736842105,0.03508771929824561,0.07017543859649122,0.017543859649122806,0.10526315789473684,2.007616437449273,0.3157894736842105,sports,12
U10188,6,115,9,21,0.0782608695652174,29,0.0,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.7241379310344828,0.0,0.0,0.0,0.0,0.034482758620689655,0.06896551724137931,1.0192318894502135,0.7241379310344828,news,6
U1019,3,97,5,6,0.05154639175257732,11,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.36363636363636365,0.0,0.0,1.6417347121875212,0.36363636363636365,tv,6
